code_hs	designation	unite_us	taux_dd	categorie	statut
5513.11.00.00	-- En fibres discontinues de polyester, à armure toile	kg	10.00	2	actif
5513.12.00.00	-- En fibres discontinues de polyester, à armure sergé, y compris le croisé, dont le rapport d'armure n'excède pas	kg	10.00	2	actif
5513.13.00.00	-- Autres tissus de fibres discontinues de polyester	kg	10.00	2	actif
5513.19.00.00	-- Autres tissus - Teints :	kg	10.00	2	actif
5513.21.00.00	-- En fibres discontinues de polyester, à armure toile	kg	20.00	3	actif
5513.23.00.00	-- Autres tissus de fibres discontinues de polyester	kg	20.00	3	actif
5513.29.00.00	-- Autres tissus - En fils de diverses couleurs :	kg	20.00	3	actif
5513.31.00.00	-- En fibres discontinues de polyester, à armure toile	kg	20.00	3	actif
5513.39.00.00	-- Autres tissus - Imprimés :	kg	20.00	3	actif
5513.41.00.00	-- En fibres discontinues de polyester, à armure toile	kg	20.00	3	actif
5513.49.00.00	-- Autres tissus Tissus de fibres synthétiques discontinues, contenant moins de 85 % en poids de ces fibres, mélangés principalement ou uniquement avec du coton, d'un poids excédant 170 g/m ² . - Ecrus ou blanchis :	kg	20.00	3	actif
5514.11.00.00	-- En fibres discontinues de polyester, à armure toile	kg	10.00	2	actif
5514.12.00.00	-- En fibres discontinues de polyester, à armure sergé, y compris le croisé, dont le rapport d'armure n'excède pas	kg	10.00	2	actif
5514.19.00.00	-- Autres tissus - Teints :	kg	10.00	2	actif
5514.21.00.00	-- En fibres discontinues de polyester, à armure toile	kg	20.00	3	actif
5514.22.00.00	-- En fibres discontinues de polyester, à armure sergé, y compris le croisé, dont le rapport d'armure n'excède pas	kg	20.00	3	actif
5514.23.00.00	-- Autres tissus de fibres discontinues de polyester	kg	20.00	3	actif
5514.29.00.00	-- Autres tissus	kg	20.00	3	actif
5514.30.00.00	- En fils de diverses couleurs - Imprimés :	kg	20.00	3	actif
5514.41.00.00	-- En fibres discontinues de polyester, à armure toile	kg	20.00	3	actif
5514.42.00.00	-- En fibres discontinues de polyester, à armure sergé, y compris le croisé, dont le rapport d'armure n'excède pas	kg	20.00	3	actif
5514.43.00.00	-- Autres tissus de fibres discontinues de polyester	kg	20.00	3	actif
5514.49.00.00	-- Autres tissus Autres tissus de fibres synthétiques discontinues. - De fibres discontinues de polyester :	kg	20.00	3	actif
5515.11.00.00	-- Mélangées principalement ou uniquement avec des fibres discontinues de rayonne viscose	kg	20.00	3	actif
5515.12.00.00	-- Mélangées principalement ou uniquement avec des filaments synthétiques ou artificiels	kg	20.00	3	actif
5515.13.00.00	-- Mélangées principalement ou uniquement avec de la laine ou des poils fins	kg	20.00	3	actif
5515.19.00.00	-- Autres - De fibres discontinues acryliques ou modacryliques :	kg	20.00	3	actif
5515.21.00.00	-- Mélangées principalement ou uniquement avec des filaments synthétiques ou artificiels	kg	20.00	3	actif
5515.22.00.00	-- Mélangées principalement ou uniquement avec de la laine ou des poils fins	kg	20.00	3	actif
5515.29.00.00	-- Autres - Autres tissus :	kg	20.00	3	actif
5515.91.00.00	-- Mélangés principalement ou uniquement avec des filaments synthétiques ou artificiels	kg	20.00	3	actif
5515.99.00.00	-- Autres Tissus de fibres artificielles discontinues. - Contenant au moins 85 % en poids de fibres artificielles discontinues :	kg	20.00	3	actif
5516.11.00.00	-- Ecrus ou blanchis	kg	10.00	2	actif
5516.12.00.00	-- Teints	kg	20.00	3	actif
5516.13.00.00	-- En fils de diverses couleurs	kg	20.00	3	actif
5516.14.00.00	-- Imprimés - Contenant moins de 85 % en poids de fibres artificielles discontinues, mélangées principalement ou uniquement avec des filaments synthétiques ou artificiels :	kg	20.00	3	actif
5516.21.00.00	-- Ecrus ou blanchis	kg	10.00	2	actif
5516.22.00.00	-- Teints	kg	20.00	3	actif
5516.23.00.00	-- En fils de diverses couleurs	kg	20.00	3	actif
5516.24.00.00	-- Imprimés - Contenant moins de 85 % en poids de fibres artificielles discontinues, mélangées principalement ou uniquement avec de la laine ou des poils fins :	kg	20.00	3	actif
5516.31.00.00	-- Ecrus ou blanchis	kg	10.00	2	actif
5516.32.00.00	-- Teints	kg	20.00	3	actif
5516.33.00.00	-- En fils de diverses couleurs	kg	20.00	3	actif
5516.34.00.00	-- Imprimés - Contenant moins de 85 % en poids de fibres artificielles discontinues, mélangées principalement ou uniquement avec du coton :	kg	20.00	3	actif
5516.41.00.00	-- Ecrus ou blanchis	kg	10.00	2	actif
5516.42.00.00	-- Teints	kg	20.00	3	actif
5516.43.00.00	-- En fils de diverses couleurs	kg	20.00	3	actif
5516.44.00.00	-- Imprimés - Autres :	kg	20.00	3	actif
5516.91.00.00	-- Ecrus ou blanchis	kg	20.00	3	actif
5516.92.00.00	-- Teints	kg	20.00	3	actif
5516.93.00.00	-- En fils de diverses couleurs	kg	20.00	3	actif
5516.94.00.00	-- Imprimés	kg	20.00	3	actif
5601.21.00.00	-- De coton	kg	20.00	3	actif
5601.22.00.00	-- De fibres synthétiques ou artificielles	kg	20.00	3	actif
5601.29.00.00	-- Autres	kg	20.00	3	actif
5601.30.00.00	- Tontisses, n(cid:3)uds et noppes (boutons) de matières textiles	kg	20.00	3	actif
5602.10.00.00	- Feutres aiguilletés et produits cousus- tricotés - Autres feutres, non imprégnés ni enduits ni recouverts ni stratifiés :	kg	20.00	3	actif
5602.21.00.00	-- De laine ou de poils fins	kg	20.00	3	actif
5602.29.00.00	-- D'autres matières textiles	kg	20.00	3	actif
5602.90.00.00	- Autres Nontissés, même imprégnés, enduits, recouverts ou stratifiés. - De filaments synthétiques ou artificiels :	kg	20.00	3	actif
5603.11.00.00	-- D'un poids n'excédant pas 25 g/m ²	kg	20.00	3	actif
5603.12.00.00	-- D'un poids supérieur à 25 g/m ² mais n'excédant pas 70 g/m ²	kg	20.00	3	actif
5603.13.00.00	-- D'un poids supérieur à 70 g/m ² mais n'excédant pas 150 g/m ²	kg	20.00	3	actif
5603.14.00.00	-- D'un poids supérieur à 150 g/m ² - Autres :	kg	20.00	3	actif
5603.91.00.00	-- D'un poids n'excédant pas 25 g/m ²	kg	20.00	3	actif
5603.92.00.00	-- D'un poids supérieur à 25 g/m ² mais n'excédant pas 70 g/m ²	kg	20.00	3	actif
5603.93.00.00	-- D'un poids supérieur à 70 g/m ² mais n'excédant pas 150 g/m ²	kg	20.00	3	actif
5603.94.00.00	-- D'un poids supérieur à 150 g/m ² Fils et cordes de caoutchouc, recouverts de textiles; fils textiles, lames et formes similaires des n°s 54.04 ou 54.05, imprégnés, enduits, recouverts ou gainés de caoutchouc ou de matière plastique.	kg	20.00	3	actif
5604.10.00.00	- Fils et cordes de caoutchouc, recouverts de textiles	kg	10.00	2	actif
5604.90.00.00	- Autres	kg	10.00	2	actif
5605.00.00.00	Filés métalliques et fils métallisés, même guipés, constitués par des fils textiles, des lames ou formes similaires des n°s 54.04 ou 54.05, combinés avec du métal sous forme de fils, de lames ou de poudres, ou recouverts de métal.	kg	10.00	2	actif
5606.00.00.00	Fils guipés, lames et formes similaires des n°s 54.04 ou 54.05 guipées, autres que ceux du n° 56.05 et autres que les fils de crin guipés; fils de chenille; fils dits «de chaînette».	kg	10.00	2	actif
5607.21.00.00	-- Ficelles lieuses ou botteleuses	kg	10.00	2	actif
5607.29.00.00	-- Autres - De polyéthylène ou de polypropylène :	kg	10.00	2	actif
5607.41.00.00	-- Ficelles lieuses ou botteleuses	kg	10.00	2	actif
5607.49.00.00	-- Autres	kg	10.00	2	actif
5607.50.00.00	- D'autres fibres synthétiques	kg	10.00	2	actif
5607.90.00.00	- Autres Filets à mailles nouées, en nappes ou en pièces, obtenus à partir de ficelles, cordes ou cordages; filets confectionnés pour la pêche et autres filets confectionnés, en matières textiles. - En matières textiles synthétiques ou artificielles :	kg	10.00	2	actif
5608.11.00.00	-- Filets confectionnés pour la pêche	kg	5.00	1	actif
5608.19.00.00	-- Autres - Autres :	kg	20.00	3	actif
5608.90.10.00	-- Filets confectionnés pour la pêche	kg	5.00	1	actif
5608.90.90.00	-- Autres	kg	20.00	3	actif
5609.00.00.00	Articles en fils, lames ou formes similaires des n°s 54.04 ou 54.05, ficelles, cordes ou cordages, non dénommés ni compris ailleurs.	kg	20.00	3	actif
5701.10.00.00	- De laine ou de poils fins	m2	20.00	3	actif
5701.90.00.00	- D'autres matières textiles Tapis et autres revêtements de sol en matières textiles, tissés, non touffetés ni floqués, même confectionnés, y compris les tapis dits «Kelim» ou «Kilim», «Schumacks» ou «Soumak», «Karamanie» et tapis similaires tissés à la main.	m2	20.00	3	actif
5702.10.00.00	- Tapis dits «Kelim» ou «Kilim», «Schumacks» ou «Soumak», «Karamanie» et tapis similaires tissés à la main	m2	20.00	3	actif
5702.20.00.00	- Revêtements de sol en coco - Autres, à velours, non confectionnés :	m2	20.00	3	actif
5702.31.00.00	-- De laine ou de poils fins	m2	20.00	3	actif
5702.32.00.00	-- De matières textiles synthétiques ou artificielles	m2	20.00	3	actif
5702.39.00.00	-- D'autres matières textiles - Autres, à velours, confectionnés :	m2	20.00	3	actif
5702.41.00.00	-- De laine ou de poils fins	m2	20.00	3	actif
5702.42.00.00	-- De matières textiles synthétiques ou artificielles	m2	20.00	3	actif
5702.49.00.00	-- D'autres matières textiles	m2	20.00	3	actif
5702.50.00.00	- Autres, sans velours, non confectionnés - Autres, sans velours, confectionnés :	m2	20.00	3	actif
5702.91.00.00	-- De laine ou de poils fins	m2	20.00	3	actif
5702.92.00.00	-- De matières textiles synthétiques ou artificielles	m2	20.00	3	actif
5702.99.00.00	-- D'autres matières textiles Tapis et autres revêtements de sol en matières textiles (y compris le gazon), touffetés, même confectionnés.	m2	20.00	3	actif
5703.10.00.00	- De laine ou de poils fins	m2	20.00	3	actif
5703.21.00.00	-- Gazon	m2	20.00	3	actif
5703.29.00.00	-- Autres - D'autres matières textiles synthétiques ou de matières textiles artificielles :	m2	20.00	3	actif
5703.31.00.00	-- Gazon	m2	20.00	3	actif
5703.39.00.00	-- Autres	m2	20.00	3	actif
5703.90.00.00	- D'autres matières textiles Tapis et autres revêtements de sol, en feutre, non touffetés ni floqués, même confectionnés.	m2	20.00	3	actif
5704.10.00.00	- Carreaux dont la surface n'excède pas 0,3 m ²	m2	20.00	3	actif
5704.20.00.00	- Carreaux dont la surface excède 0,3 m ² mais n'excède pas 1 m ²	m2	20.00	3	actif
5704.90.00.00	- Autres	m2	20.00	3	actif
5705.00.00.00	Autres tapis et revêtements de sol en matières textiles, même confectionnés.	m2	20.00	3	actif
5801.10.00.00	- De laine ou de poils fins - De coton :	kg	20.00	3	actif
5801.21.00.00	-- Velours et peluches par la trame, non coupés	kg	20.00	3	actif
5801.22.00.00	-- Velours et peluches par la trame, coupés, côtelés	kg	20.00	3	actif
5801.23.00.00	-- Autres velours et peluches par la trame	kg	20.00	3	actif
5801.26.00.00	-- Tissus de chenille	kg	20.00	3	actif
5801.27.00.00	-- Velours et peluches par la chaîne - De fibres synthétiques ou artificielles :	kg	20.00	3	actif
5801.31.00.00	-- Velours et peluches par la trame, non coupés	kg	20.00	3	actif
5801.32.00.00	-- Velours et peluches par la trame, coupés, côtelés	kg	20.00	3	actif
5801.33.00.00	-- Autres velours et peluches par la trame	kg	20.00	3	actif
5801.36.00.00	-- Tissus de chenille	kg	20.00	3	actif
5801.37.00.00	-- Velours et peluches par la chaîne	kg	20.00	3	actif
5801.90.00.00	- D'autres matières textiles	kg	20.00	3	actif
5802.10.00.00	- Tissus bouclés du genre éponge, en coton	kg	20.00	3	actif
5802.20.00.00	- Tissus bouclés du genre éponge, en autres matières textiles	kg	20.00	3	actif
5802.30.00.00	- Surfaces textiles touffetées Tissus à point de gaze, autres que les articles du n° 58.06.	kg	20.00	3	actif
5803.00.10.00	-- En polypropylène utilisés comme support de tapis	kg	20.00	3	actif
5803.00.90.00	-- Autres Tulles, tulles-bobinots et tissus à mailles nouées; dentelles en pièces, en bandes ou en motifs, autres que les produits des n°s 60.02 à 60.06.	kg	20.00	3	actif
5804.10.00.00	- Tulles, tulles-bobinots et tissus à mailles nouées - Dentelles à la mécanique :	kg	20.00	3	actif
5804.21.00.00	-- De fibres synthétiques ou artificielles	kg	20.00	3	actif
5804.29.00.00	-- D'autres matières textiles	kg	20.00	3	actif
5804.30.00.00	- Dentelles à la main	kg	20.00	3	actif
5805.00.00.00	Tapisseries tissées à la main (genre Gobelins, Flandres, Aubusson, Beauvais et similaires) et tapisseries à l'aiguille (au petit point, au point de croix, par exemple), même confectionnées. Rubanerie autre que les articles du n° 58.07; rubans sans trame, en fils ou fibres parallélisés et encollés (bolducs).	kg	20.00	3	actif
5806.10.00.00	- Rubanerie de velours, de peluches, de tissus dechenille ou de tissus bouclés du genre éponge	kg	20.00	3	actif
5806.20.00.00	- Autre rubanerie, contenant en poids 5 % ou plus de fils d'élastomères ou de fils de caoutchouc - Autre rubanerie :	kg	20.00	3	actif
5806.31.00.00	-- De coton	kg	20.00	3	actif
5806.32.00.00	-- De fibres synthétiques ou artificielles	kg	20.00	3	actif
5806.39.00.00	-- D'autres matières textiles	kg	20.00	3	actif
5806.40.00.00	- Rubans sans trame, en fils ou fibres parallélisés et encollés (bolducs)	kg	20.00	3	actif
5807.10.00.00	- Tissés	kg	20.00	3	actif
5807.90.00.00	- Autres	kg	20.00	3	actif
5808.10.00.00	- Tresses en pièces	kg	20.00	3	actif
5808.90.00.00	- Autres	kg	20.00	3	actif
5809.00.00.00	Tissus de fils de métal et tissus de filés métalliques ou de fils textiles métallisés du n° 56.05, des types utilisés pour l'habillement, l'ameublement ou usages similaires, non dénommés ni compris ailleurs. Broderies en pièces, en bandes ou en motifs.	kg	20.00	3	actif
5810.10.00.00	- Broderies chimiques ou aériennes et broderies à fond découpé - Autres broderies :	kg	20.00	3	actif
5810.91.00.00	-- De coton	kg	20.00	3	actif
5810.92.00.00	-- De fibres synthétiques ou artificielles	kg	20.00	3	actif
5810.99.00.00	-- D'autres matières textiles	kg	20.00	3	actif
5811.00.00.00	Produits textiles matelassés en pièces, constitués d'une ou plusieurs couches de matières textiles associées à une matière de rembourrage par piqûre, capitonnage ou autre cloisonnement, autres que les broderies du n° 58.10.	kg	20.00	3	actif
5901.10.00.00	- Tissus enduits de colle ou de matières amylacées, des types utilisés pour la reliure, le cartonnage, la gainerie ou usages similaires	kg	20.00	3	actif
5901.90.00.00	- Autres Nappes tramées pour pneumatiques obtenues à partir de fils à haute ténacité de nylon ou d'autres polyamides, de polyesters ou de rayonne viscose.	kg	20.00	3	actif
5902.10.00.00	- De nylon ou d'autres polyamides	kg	10.00	2	actif
5902.20.00.00	- De polyesters	kg	10.00	2	actif
5902.90.00.00	- Autres	kg	10.00	2	actif
5903.10.00.00	- Avec du poly(chlorure de vinyle)	kg	20.00	3	actif
5903.20.00.00	- Avec du polyuréthanne	kg	20.00	3	actif
5903.90.00.00	- Autres Linoléums, même découpés; revêtements de sol consistant en un enduit ou un recouvrement appliqué sur un support textile, même découpés.	kg	20.00	3	actif
5904.10.00.00	- Linoléums	m2	20.00	3	actif
5904.90.00.00	- Autres	m2	20.00	3	actif
5905.00.00.00	Revêtements muraux en matières textiles. Tissus caoutchoutés, autres que ceux du n° 59.02.	m2	20.00	3	actif
5906.10.00.00	- Rubans adhésifs d'une largeur n'excédant pas 20 cm - Autres :	kg	20.00	3	actif
5906.91.00.00	-- De bonneterie	kg	20.00	3	actif
5906.99.00.00	-- Autres	kg	20.00	3	actif
5907.00.00.00	Autres tissus imprégnés, enduits ou recouverts; toiles peintes pour décors de théâtres, fonds d'atelier ou usages analogues.	kg	20.00	3	actif
5908.00.00.00	Mèches tissées, tressées ou tricotées, en matières textiles, pour lampes, réchauds, briquets, bougies ou similaires; manchons à incandescence et étoffes tubulaires tricotées servant à leur fabrication, même imprégnés.	kg	20.00	3	actif
5909.00.00.00	Tuyaux pour pompes et tuyaux similaires, en matières textiles, même avec armatures ou accessoires en autres matières.	kg	20.00	3	actif
5910.00.00.00	Courroies transporteuses ou de transmission en matières textiles, même imprégnées, enduites, recouvertes de matière plastique ou stratifiées avec de la matière plastique ou renforcées de métal ou d'autres matières. Produits et articles textiles pour usages techniques, visés à la Note 8 du présent Chapitre.	kg	10.00	2	actif
5911.10.00.00	- Tissus, feutres et tissus doublés de feutre, combinés avec une ou plusieurs couches de caoutchouc, de cuir ou d'autres matières, des	kg	10.00	2	actif
5911.20.00.00	- Gazes et toiles à bluter, même confectionnées - Tissus et feutres sans fin ou munis de moyens de jonction, des types utilisés sur les machines à papier ou sur des machines similaires (à pâte, à amiante-ciment, par exemple) :	kg	10.00	2	actif
5911.31.00.00	-- D'un poids au m ² inférieur à 650 g	kg	10.00	2	actif
5911.32.00.00	-- D'un poids au m ² égal ou supérieur à 650 g	kg	10.00	2	actif
5911.40.00.00	- Toiles filtrantes, tissus épais et étreindelles des types utilisés sur des presses d'huilerie ou pour des usages techniques analogues, y compris ceux en cheveux	kg	10.00	2	actif
5911.90.00.00	- Autres	kg	10.00	2	actif
6001.10.00.00	- Etoffes dites «à longs poils» - Etoffes à boucles :	kg	20.00	3	actif
6001.21.00.00	-- De coton	kg	20.00	3	actif
6001.22.00.00	-- De fibres synthétiques ou artificielles	kg	20.00	3	actif
6001.29.00.00	-- D'autres matières textiles - Autres :	kg	20.00	3	actif
6001.91.00.00	-- De coton	kg	20.00	3	actif
6001.92.00.00	-- De fibres synthétiques ou artificielles	kg	20.00	3	actif
6001.99.00.00	-- D'autres matières textiles Etoffes de bonneterie d'une largeur n'excédant pas 30 cm, contenant en poids 5 % ou plus de fils d'élastomères ou de fils de caoutchouc, autres que celles du n° 60.01.	kg	20.00	3	actif
6002.40.00.00	- Contenant en poids 5 % ou plus de fils d'élastomères mais ne contenant pas de fils de caoutchouc	kg	20.00	3	actif
6002.90.00.00	- Autres Etoffes de bonneterie d'une largeur n'excédant pas 30 cm, autres que celles des n°s 60.01 et 60.02.	kg	20.00	3	actif
6003.10.00.00	- De laine ou de poils fins	kg	20.00	3	actif
6003.20.00.00	- De coton	kg	20.00	3	actif
6003.30.00.00	- De fibres synthétiques	kg	20.00	3	actif
6003.40.00.00	- De fibres artificielles	kg	20.00	3	actif
6003.90.00.00	- Autres	kg	20.00	3	actif
6004.10.00.00	- Contenant en poids 5 % ou plus de fils d'élastomères mais ne contenant pas de fils de caoutchouc	kg	20.00	3	actif
6004.90.00.00	- Autres Etoffes de bonneterie-chaîne (y compris celles obtenues sur métiers à galonner), autres que celles des n°s 60.01 à 60.04. - De coton :	kg	20.00	3	actif
6005.21.00.00	-- Ecrues ou blanchies	kg	20.00	3	actif
6005.22.00.00	-- Teintes	kg	20.00	3	actif
6005.23.00.00	-- En fils de diverses couleurs	kg	20.00	3	actif
6005.24.00.00	-- Imprimées - De fibres synthétiques :	kg	20.00	3	actif
6005.35.00.00	-- Etoffes mentionnées dans la Note 1 de sous-positions du présent Chapitre	kg	20.00	3	actif
6005.36.00.00	-- Autres, écrues ou blanchies	kg	20.00	3	actif
6005.37.00.00	-- Autres, teintes	kg	20.00	3	actif
6005.38.00.00	-- Autres, en fils de diverses couleurs	kg	20.00	3	actif
6005.39.00.00	-- Autres, imprimées - De fibres artificielles :	kg	20.00	3	actif
6005.41.00.00	-- Ecrues ou blanchies	kg	20.00	3	actif
6005.42.00.00	-- Teintes	kg	20.00	3	actif
6005.43.00.00	-- En fils de diverses couleurs	kg	20.00	3	actif
6005.44.00.00	-- Imprimées	kg	20.00	3	actif
6005.90.00.00	- Autres Autres étoffes de bonneterie.	kg	20.00	3	actif
6006.10.00.00	- De laine ou de poils fins - De coton :	kg	20.00	3	actif
6006.21.00.00	-- Ecrues ou blanchies	kg	20.00	3	actif
6006.22.00.00	-- Teintes	kg	20.00	3	actif
6006.23.00.00	-- En fils de diverses couleurs	kg	20.00	3	actif
6006.24.00.00	-- Imprimées - De fibres synthétiques :	kg	20.00	3	actif
6006.31.00.00	-- Ecrues ou blanchies	kg	20.00	3	actif
6006.32.00.00	-- Teintes	kg	20.00	3	actif
6006.33.00.00	-- En fils de diverses couleurs	kg	20.00	3	actif
6006.34.00.00	-- Imprimées	kg	20.00	3	actif
6006.41.00.00	-- Ecrues ou blanchies	kg	20.00	3	actif
6006.42.00.00	-- Teintes	kg	20.00	3	actif
6006.43.00.00	-- En fils de diverses couleurs	kg	20.00	3	actif
6006.44.00.00	-- Imprimées	kg	20.00	3	actif
6006.90.00.00	- Autres	kg	20.00	3	actif
6101.20.00.00	- De coton	u	20.00	3	actif
6101.30.00.00	- De fibres synthétiques ou artificielles	u	20.00	3	actif
6101.90.00.00	- D'autres matières textiles Manteaux, cabans, capes, anoraks, blousons et articles similaires, en bonneterie, pour femmes ou fillettes, à l'exclusion des articles du n° 61.04.	u	20.00	3	actif
6102.10.00.00	- De laine ou de poils fins	u	20.00	3	actif
6102.20.00.00	- De coton	u	20.00	3	actif
6102.30.00.00	- De fibres synthétiques ou artificielles	u	20.00	3	actif
6102.90.00.00	- D'autres matières textiles	u	20.00	3	actif
6103.10.00.00	- Costumes ou complets - Ensembles :	u	20.00	3	actif
6103.22.00.00	-- De coton	u	20.00	3	actif
6103.23.00.00	-- De fibres synthétiques	u	20.00	3	actif
6103.29.00.00	-- D'autres matières textiles - Vestons :	u	20.00	3	actif
6103.31.00.00	-- De laine ou de poils fins	u	20.00	3	actif
6103.32.00.00	-- De coton	u	20.00	3	actif
6103.33.00.00	-- De fibres synthétiques	u	20.00	3	actif
6103.39.00.00	-- D'autres matières textiles - Pantalons, salopettes à bretelles, culottes et shorts :	u	20.00	3	actif
6103.41.00.00	-- De laine ou de poils fins	u	20.00	3	actif
6103.42.00.00	-- De coton	u	20.00	3	actif
6103.43.00.00	-- De fibres synthétiques	u	20.00	3	actif
6103.49.00.00	-- D'autres matières textiles Costumes tailleurs, ensembles, vestes, robes, jupes, jupes-culottes, pantalons, salopettes à bretelles, culottes et shorts (autres que pour le bain), en bonneterie, pour femmes ou fillettes. - Costumes tailleurs :	u	20.00	3	actif
6104.13.00.00	-- De fibres synthétiques	u	20.00	3	actif
6104.19.00.00	-- D'autres matières textiles - Ensembles :	u	20.00	3	actif
6104.22.00.00	-- De coton	u	20.00	3	actif
6104.23.00.00	-- De fibres synthétiques	u	20.00	3	actif
6104.29.00.00	-- D'autres matières textiles - Vestes :	u	20.00	3	actif
6104.31.00.00	-- De laine ou de poils fins	u	20.00	3	actif
6104.32.00.00	-- De coton	u	20.00	3	actif
6104.33.00.00	-- De fibres synthétiques	u	20.00	3	actif
6104.39.00.00	-- D'autres matières textiles - Robes :	u	20.00	3	actif
6104.41.00.00	-- De laine ou de poils fins	u	20.00	3	actif
6104.42.00.00	-- De coton	u	20.00	3	actif
6104.43.00.00	-- De fibres synthétiques	u	20.00	3	actif
6104.44.00.00	-- De fibres artificielles	u	20.00	3	actif
6104.49.00.00	-- D'autres matières textiles	u	20.00	3	actif
6104.51.00.00	-- De laine ou de poils fins	u	20.00	3	actif
6104.52.00.00	-- De coton	u	20.00	3	actif
6104.53.00.00	-- De fibres synthétiques	u	20.00	3	actif
6104.59.00.00	-- D'autres matières textiles - Pantalons, salopettes à bretelles, culottes et shorts :	u	20.00	3	actif
6104.61.00.00	-- De laine ou de poils fins	u	20.00	3	actif
6104.62.00.00	-- De coton	u	20.00	3	actif
6104.63.00.00	-- De fibres synthétiques	u	20.00	3	actif
6104.69.00.00	-- D'autres matières textiles Chemises et chemisettes, en bonneterie, pour hommes ou garçonnets.	u	20.00	3	actif
6105.10.00.00	- De coton	u	20.00	3	actif
6105.20.00.00	- De fibres synthétiques ou artificielles	u	20.00	3	actif
6105.90.00.00	- D'autres matières textiles Chemisiers, blouses, blouses- chemisiers et chemisettes, en bonneterie, pour femmes ou fillettes.	u	20.00	3	actif
6106.10.00.00	- De coton	u	20.00	3	actif
6106.20.00.00	- De fibres synthétiques ou artificielles	u	20.00	3	actif
6106.90.00.00	- D'autres matières textiles Slips, caleçons, chemises de nuit, pyjamas, peignoirs de bain, robes de chambre et articles similaires, en bonneterie, pour hommes ou garçonnets. - Slips et caleçons :	u	20.00	3	actif
6107.11.00.00	-- De coton	u	20.00	3	actif
6107.12.00.00	-- De fibres synthétiques ou artificielles	u	20.00	3	actif
6107.19.00.00	-- D'autres matières textiles - Chemises de nuit et pyjamas :	u	20.00	3	actif
6107.21.00.00	-- De coton	u	20.00	3	actif
6107.22.00.00	-- De fibres synthétiques ou artificielles	u	20.00	3	actif
6107.29.00.00	-- D'autres matières textiles - Autres :	u	20.00	3	actif
6107.91.00.00	-- De coton	u	20.00	3	actif
6107.99.00.00	-- D'autres matières textiles	u	20.00	3	actif
6108.11.00.00	-- De fibres synthétiques ou artificielles	u	20.00	3	actif
6108.19.00.00	-- D'autres matières textiles - Slips et culottes :	u	20.00	3	actif
6108.21.00.00	-- De coton	u	20.00	3	actif
6108.22.00.00	-- De fibres synthétiques ou artificielles	u	20.00	3	actif
6108.29.00.00	-- D'autres matières textiles - Chemises de nuit et pyjamas :	u	20.00	3	actif
6108.31.00.00	-- De coton	u	20.00	3	actif
6108.32.00.00	-- De fibres synthétiques ou artificielles	u	20.00	3	actif
6108.39.00.00	-- D'autres matières textiles - Autres :	u	20.00	3	actif
6108.91.00.00	-- De coton	u	20.00	3	actif
6108.92.00.00	-- De fibres synthétiques ou artificielles	u	20.00	3	actif
6108.99.00.00	-- D'autres matières textiles T-shirts et maillots de corps, en bonneterie.	u	20.00	3	actif
6109.10.00.00	- De coton	u	20.00	3	actif
6109.90.00.00	- D'autres matières textiles Chandails, pull-overs, cardigans, gilets et articles similaires, y compris les sous-pulls, en bonneterie. - De laine ou de poils fins :	u	20.00	3	actif
6110.11.00.00	-- De laine	u	20.00	3	actif
6110.12.00.00	-- De chèvre de Cachemire	u	20.00	3	actif
6110.19.00.00	-- Autres	u	20.00	3	actif
6110.20.00.00	- De coton	u	20.00	3	actif
6110.30.00.00	- De fibres synthétiques ou artificielles	u	20.00	3	actif
6110.90.00.00	- D'autres matières textiles Vêtements et accessoires du vêtement, en bonneterie, pour bébés.	u	20.00	3	actif
6111.20.00.00	- De coton	kg	20.00	3	actif
6111.30.00.00	- De fibres synthéti ques	kg	20.00	3	actif
6111.90.00.00	- D'autres matières textiles	kg	20.00	3	actif
6112.11.00.00	-- De coton	u	20.00	3	actif
6112.12.00.00	-- De fibres synthétiques	u	20.00	3	actif
6112.19.00.00	-- D'autres matières textiles	u	20.00	3	actif
6112.20.00.00	- Combinaisons et ensembles de ski - Maillots, culottes et slips de bain pour hommes ou garçonnets :	u	20.00	3	actif
6112.31.00.00	-- De fibres synthétiques	u	20.00	3	actif
6112.39.00.00	-- D'autres matières textiles - Maillots, culottes et slips de bain, pour femmes ou fillettes :	u	20.00	3	actif
6112.41.00.00	-- De fibres synthétiques	u	20.00	3	actif
6112.49.00.00	-- D'autres matières textiles	u	20.00	3	actif
6113.00.00.00	Vêtements confectionnés en étoffes de bonneterie des n°s 59.03, 59.06 ou 59.07. Autres vêtements, en bonneterie.	kg	20.00	3	actif
6114.20.00.00	- De coton	kg	20.00	3	actif
6114.30.00.00	- De fibres synthétiques ou artificielles	kg	20.00	3	actif
6114.90.00.00	- D'autres matières textiles Collants (bas-culottes), bas, mi-bas, chaussettes et autres articles chaussants, y compris les collants (bas-culottes), bas et mi-bas à compression dégressive (les bas à varices, par exemple), en bonneterie.	kg	20.00	3	actif
6115.10.00.00	- Collants (bas-culottes), bas et mi-bas à compression dégressive (les bas à varices, par exemple) - Autres collants (bas-culottes) :	kg	20.00	3	actif
6115.21.00.00	-- De fibres synthétiques, titrant en fils simples moins de 67 décitex	kg	20.00	3	actif
6115.22.00.00	-- De fibres synthétiques, titrant en fils simples 67 décitex ou plus	kg	20.00	3	actif
6115.29.00.00	-- D'autres matières textiles	kg	20.00	3	actif
